c FILE			: graphs/g_1000_43.txt
a 297 798 97
a 729 417 94
a 266 258 92
a 386 292 96
a 627 377 97
a 695 110 97
a 835 789 96
a 320 285 90
a 252 594 97
a 126 70 94
a 8 573 90
a 581 182 92
a 972 991 98
a 751 929 98
a 64 141 97
a 35 597 91
a 144 519 94
a 192 5 95
a 210 211 94
a 20 267 92
a 283 547 98
a 4 1 94
a 51 610 95
a 641 32 96
a 582 206 91
a 710 723 95
a 191 20 98
a 925 894 99
a 5 277 95
a 158 675 99
a 953 985 91
a 994 619 96
a 35 407 90
a 304 63 93
a 526 81 91
a 94 160 92
a 679 901 98
a 126 946 97
a 941 629 90
a 4 377 94
a 1 501 90
a 386 151 95
a 761 713 93
a 835 938 98
a 804 915 92
a 667 557 97
a 331 454 99
a 27 290 91
a 289 844 94
a 379 285 97
a 550 785 93
a 252 258 99
a 313 33 96
a 835 759 98
a 40 557 97
a 691 338 96
a 695 585 92
a 695 97 96
a 273 332 93
a 800 391 95
a 480 344 96
a 168 464 99
a 594 542 90
a 527 24 91
a 564 355 96
a 645 376 99
a 50 432 99
a 782 758 90
a 47 1 97
a 540 696 93
a 362 321 92
a 261 383 95
a 297 797 95
a 758 578 90
a 526 682 95
a 554 805 92
a 110 814 94
a 292 536 94
a 55 165 92
a 196 710 95
a 40 127 92
a 536 176 96
a 32 64 93
a 70 354 99
a 40 110 97
a 32 33 93
a 769 274 99
a 574 11 93
a 408 977 98
a 338 604 97
a 422 145 94
a 407 742 92
a 328 484 99
a 410 160 95
a 320 308 97
a 501 254 96
a 564 36 97
a 16 456 97
a 254 50 92
a 844 258 94
a 698 563 98
a 172 446 94
a 914 414 95
a 938 158 99
a 160 35 94
a 460 953 96
a 63 104 94
a 616 238 91
a 524 136 97
a 347 782 99
a 102 133 98
a 297 4 98
a 313 973 95
a 323 42 96
a 642 517 97
a 376 517 97
a 39 425 99
a 297 438 93
a 426 188 94
a 657 540 97
a 101 682 91
a 688 696 98
a 751 945 90
a 67 571 96
a 629 761 92
a 290 293 91
a 70 570 99
a 251 5 95
a 672 675 93
a 283 262 91
a 57 769 94
a 939 689 93
a 664 157 93
a 19 134 97
a 74 379 99
a 672 879 92
a 23 8 93
a 789 918 94
a 17 127 97
a 886 273 92
a 610 167 97
a 511 508 95
a 767 505 90
a 338 324 98
a 887 55 95
a 67 188 91
a 120 66 95
a 578 617 99
a 1 8 94
a 50 551 95
a 782 511 99
a 594 532 90
a 112 5 92
a 629 519 92
a 276 273 99
a 547 110 98
a 505 785 97
a 54 8 99
a 558 308 99
a 585 835 95
a 58 532 93
a 755 441 98
a 689 814 91
a 953 110 98
a 85 338 96
a 698 439 96
a 820 823 99
a 911 411 91
a 680 741 93
a 376 189 99
a 414 376 96
a 26 63 93
a 119 351 93
a 8 39 98
a 554 523 92
a 86 211 98
a 366 758 91
a 370 835 96
a 134 634 96
a 67 82 98
a 969 892 94
a 578 4 98
a 24 2 97
a 1 73 97
a 19 571 92
a 520 524 90
a 33 220 98
a 126 196 97
a 161 176 95
a 641 644 96
a 198 11 90
a 938 536 98
a 9 442 92
a 40 51 95
a 586 82 90
a 602 384 95
a 491 793 97
a 630 637 90
a 251 657 96
a 329 316 95
a 16 1 94
a 254 282 92
a 758 501 95
a 520 723 90
a 254 536 97
a 1 351 92
a 526 509 99
a 379 383 93
a 542 594 95
a 469 32 96
a 672 922 97
a 594 845 97
a 661 786 99
a 517 895 98
a 710 70 90
a 189 95 96
a 601 696 93
a 2 895 97
a 2 547 92
a 696 277 90
a 167 307 90
a 604 102 93
a 307 476 99
a 448 891 98
a 70 234 90
a 630 191 94
a 519 192 95
a 411 283 93
a 51 48 92
a 127 95 90
a 829 362 96
a 563 456 99
a 173 145 96
a 612 50 92
a 442 813 94
a 789 101 94
a 133 2 99
a 445 70 92
a 633 164 90
a 813 571 98
a 50 535 98
a 566 786 97
a 11 540 94
a 258 54 90
a 844 285 98
a 820 304 95
a 9 742 98
a 511 519 95
a 40 762 95
a 323 81 94
a 722 563 99
a 85 148 90
a 898 960 97
a 601 800 93
a 695 11 97
a 821 258 97
a 449 758 94
a 415 899 96
a 554 47 91
a 9 860 92
a 316 941 98
a 516 410 94
a 345 283 94
a 512 641 91
a 320 866 95
a 206 109 91
a 70 508 96
a 957 206 93
a 86 370 97
a 282 328 98
a 9 505 98
a 8 508 94
a 532 157 90
a 126 626 94
a 316 328 98
a 136 379 95
a 50 679 97
a 12 4 94
a 509 557 98
a 398 835 94
a 67 222 92
a 82 394 93
a 501 2 91
a 335 336 99
a 557 539 92
a 751 517 94
a 320 9 93
a 313 71 93
a 658 908 94
a 688 229 98
a 542 505 92
a 418 102 93
a 502 539 95
a 598 63 91
a 511 633 91
a 32 533 93
a 626 189 96
a 313 255 98
a 636 887 92
a 157 251 92
a 915 386 99
a 637 692 95
a 945 273 95
a 285 144 98
a 517 252 94
a 206 97 99
a 566 699 97
a 532 501 98
a 97 283 99
a 336 548 90
a 454 211 90
a 429 922 92
a 328 63 98
a 835 892 90
a 914 351 94
a 129 188 95
a 386 411 93
a 807 300 97
a 597 226 98
a 814 691 90
a 2 67 90
a 133 151 96
a 251 276 93
a 67 229 97
a 854 535 96
a 454 438 95
a 954 707 93
a 179 85 97
a 633 629 97
a 554 126 90
a 32 520 98
a 304 23 95
a 689 699 91
a 509 251 92
a 524 12 99
a 176 238 93
a 63 547 92
a 285 258 93
a 354 320 90
a 258 307 99
a 564 814 94
a 313 391 91
a 307 773 97
a 261 316 98
a 759 70 96
a 734 234 90
a 359 797 97
a 196 105 98
a 1 19 98
a 98 97 91
a 831 942 93
a 876 258 91
a 101 219 91
a 42 1 96
a 133 54 92
a 172 142 92
a 505 613 90
a 508 664 93
a 410 354 90
a 429 344 95
a 112 113 95
a 222 960 95
a 949 348 93
a 445 137 95
a 547 550 99
a 23 588 93
a 563 594 92
a 5 39 94
a 570 782 90
a 782 535 98
a 627 533 96
a 453 328 90
a 157 220 98
a 329 33 91
a 991 460 91
a 941 883 92
a 283 520 95
a 220 345 99
a 344 73 91
a 535 50 98
a 508 304 91
a 581 42 95
a 283 116 94
a 502 571 98
a 73 23 99
a 235 783 97
a 1 399 97
a 101 282 99
a 66 16 95
a 688 70 96
a 535 892 92
a 269 148 99
a 24 290 92
a 914 289 92
a 137 165 94
a 104 633 93
a 581 129 92
a 543 54 90
a 129 1 92
a 229 160 94
a 158 472 93
a 191 719 91
a 535 101 93
a 804 891 95
a 70 320 96
a 808 355 96
a 816 762 96
a 4 148 96
a 407 283 91
a 226 657 90
a 804 633 96
a 188 126 93
a 226 134 92
a 2 533 99
a 899 626 98
a 533 71 98
a 532 542 92
a 133 4 95
a 133 633 93
a 189 449 91
a 4 70 99
a 74 262 90
a 133 16 99
a 255 351 90
a 907 922 98
a 329 845 92
a 16 23 90
a 907 63 91
a 911 793 91
a 782 914 93
a 595 594 92
a 286 43 90
a 446 196 92
a 133 226 94
a 876 395 94
a 523 141 95
a 42 112 93
a 70 8 91
a 336 946 98
a 854 168 99
a 805 832 95
a 519 667 95
a 688 563 98
a 1 446 93
a 95 5 91
a 9 85 95
a 438 141 95
a 2 501 96
a 879 441 92
a 377 191 92
a 759 845 97
a 320 81 90
a 1 563 99
a 9 283 99
a 70 398 95
a 23 66 95
a 126 129 95
a 292 57 95
a 519 679 93
a 8 164 93
a 241 219 93
a 189 149 94
a 355 383 90
a 439 457 96
a 40 774 90
a 892 770 92
a 773 774 96
a 463 304 93
a 501 1 90
a 642 16 97
a 252 942 93
a 759 314 96
a 501 189 91
a 17 2 94
a 36 50 97
a 109 79 95
a 266 751 93
a 783 316 99
a 35 161 97
a 867 961 98
a 805 727 97
a 754 383 92
a 157 377 92
a 17 48 90
a 11 380 91
a 633 536 90
a 261 136 91
a 766 313 97
a 20 67 92
a 4 19 94
a 282 258 95
a 35 660 94
a 609 17 99
a 5 66 92
a 323 761 90
a 391 902 95
a 691 604 93
a 1 39 96
a 633 667 97
a 70 116 99
a 479 907 97
a 126 894 97
a 820 972 99
a 785 782 99
a 158 407 97
a 883 636 97
a 564 204 90
a 317 345 99
a 441 449 92
a 442 394 90
a 329 484 92
a 258 252 93
a 379 2 99
a 566 703 95
a 664 141 93
a 17 2 97
a 555 40 94
a 814 961 99
a 630 876 92
a 543 863 96
a 387 398 99
a 501 751 97
a 78 219 98
a 719 95 95
a 127 876 96
a 759 808 94
a 347 35 97
a 214 331 97
a 4 285 90
a 24 235 92
a 117 270 96
a 8 511 94
a 4 66 99
a 20 558 96
a 160 668 94
a 109 55 95
a 8 23 95
a 50 472 94
a 602 758 98
a 97 101 91
a 94 47 90
a 883 633 99
a 267 862 97
a 168 165 98
a 126 226 99
a 548 5 90
a 445 508 96
a 134 273 98
a 64 1 96
a 441 8 94
a 104 847 94
a 823 463 91
a 480 915 91
a 446 86 99
a 1 42 99
a 801 16 92
a 157 1 98
a 438 945 93
a 383 377 92
a 695 579 97
a 601 594 99
a 134 127 99
a 805 910 94
a 12 527 90
a 953 754 98
a 645 50 91
a 862 956 93
a 113 520 96
a 188 2 99
a 547 535 96
a 594 597 96
a 910 793 90
a 574 617 95
a 70 828 98
a 578 835 91
a 383 286 95
a 352 35 92
a 539 23 99
a 79 39 95
a 960 869 98
a 351 844 90
a 97 66 97
a 324 12 95
a 74 73 92
a 335 917 91
a 835 610 90
a 929 991 91
a 335 130 95
a 117 120 95
a 536 660 97
a 317 344 90
a 237 362 97
a 11 57 95
a 282 220 97
a 845 782 93
a 157 141 90
a 469 352 90
a 729 741 93
a 36 5 91
a 149 211 98
a 630 130 90
a 502 127 94
a 11 651 94
a 179 626 96
a 188 64 90
a 214 145 98
a 120 798 95
a 627 352 94
a 164 626 92
a 113 142 95
a 277 50 93
a 273 23 95
a 172 188 98
a 634 554 98
a 542 558 93
a 578 345 98
a 189 196 93
a 814 762 94
a 863 855 97
a 664 626 92
a 39 429 99
a 82 339 94
a 517 564 91
a 877 504 95
a 70 235 91
a 502 564 93
a 283 348 94
a 533 804 97
a 477 165 92
a 963 914 97
a 816 282 98
a 698 689 90
a 1 82 94
a 792 286 92
a 164 39 99
a 752 502 95
a 11 601 90
a 328 16 99
a 991 987 93
a 835 698 97
a 5 126 91
a 39 85 92
a 9 64 95
a 157 644 90
a 439 970 92
a 344 101 92
a 172 126 97
a 164 414 98
a 207 332 92
a 141 894 94
a 16 282 96
a 626 657 90
a 548 26 90
a 245 745 98
a 237 223 92
a 395 173 96
a 578 582 95
a 102 730 99
a 74 570 99
a 321 339 93
a 487 910 97
a 11 19 92
a 610 501 93
a 629 417 94
a 766 523 99
a 78 938 92
a 237 144 97
a 270 286 99
a 2 633 90
a 81 189 90
a 688 335 94
a 609 54 93
a 219 188 98
a 305 422 93
a 555 79 94
a 175 160 90
a 699 220 92
a 633 133 95
a 102 817 90
a 563 252 93
a 399 758 97
a 308 805 98
a 509 323 98
a 48 35 93
a 626 203 91
a 370 276 98
a 907 289 94
a 627 566 93
a 457 391 96
a 634 899 97
a 33 32 97
a 883 649 94
a 439 442 97
a 213 453 96
a 408 915 97
a 673 149 99
a 20 517 93
a 723 161 96
a 347 5 92
a 691 566 93
a 73 270 90
a 73 35 91
a 244 117 98
a 602 17 90
a 2 130 98
a 835 946 98
a 774 524 98
a 644 145 92
a 78 210 90
a 759 755 96
a 691 290 99
a 254 255 90
a 380 438 99
a 1 376 93
a 297 399 95
a 804 851 97
a 255 277 91
a 395 277 95
a 16 127 99
a 289 351 94
a 64 63 96
a 16 502 93
a 820 759 91
a 331 377 98
a 158 908 91
a 813 844 99
a 360 345 98
a 892 960 94
a 770 824 91
a 616 585 95
a 573 23 94
a 16 117 93
a 347 422 94
a 438 237 94
a 782 501 93
a 377 283 90
a 48 433 94
a 629 386 93
a 407 282 95
a 894 386 92
a 532 970 94
a 460 588 96
a 137 67 95
a 175 410 95
a 254 289 90
a 504 533 95
a 476 314 94
a 703 570 92
a 540 785 92
a 223 19 95
a 852 476 92
a 501 570 93
a 956 776 98
a 418 345 96
a 157 383 97
a 517 16 90
a 66 67 91
a 492 238 98
a 558 555 99
a 698 823 99
a 969 487 92
a 1 289 97
a 298 535 97
a 511 446 95
a 81 66 92
a 862 609 92
a 782 754 93
a 564 204 94
a 251 267 98
a 548 179 97
a 36 130 92
a 901 195 94
a 720 735 97
a 254 516 94
a 879 19 97
a 47 547 90
a 598 73 99
a 751 266 90
a 127 533 91
a 102 210 93
a 78 237 98
a 828 456 98
a 173 907 99
a 542 597 91
a 50 367 92
a 648 539 97
a 741 70 90
a 16 1 95
a 384 133 96
a 407 418 94
a 667 879 95
a 78 1 98
a 813 828 99
a 293 259 92
a 627 696 91
a 636 886 93
a 4 816 97
a 504 47 97
a 67 74 94
a 355 344 98
a 954 142 97
a 151 776 90
a 24 144 98
a 141 688 94
a 523 508 97
a 783 422 97
a 879 130 96
a 648 198 98
a 134 1 90
a 165 43 90
a 23 211 96
a 17 252 91
a 9 689 98
a 657 633 92
a 259 470 92
a 344 316 95
a 39 267 93
a 116 398 92
a 480 74 92
a 148 589 90
a 379 158 90
a 219 680 92
a 16 432 94
a 672 641 92
a 548 51 91
a 151 636 93
a 395 383 97
a 939 941 90
a 766 438 92
a 141 672 93
a 36 292 96
a 511 39 97
a 738 675 92
a 67 286 95
a 485 862 91
a 79 189 90
a 188 786 96
a 136 229 95
a 629 438 98
a 782 807 97
a 307 351 95
a 1 328 97
a 884 782 92
a 735 657 96
a 254 172 99
a 297 807 92
a 776 774 97
a 101 39 93
a 852 320 94
a 797 813 95
a 255 277 99
a 307 550 99
a 145 957 92
a 32 48 99
a 35 167 99
a 12 9 90
a 136 151 94
a 35 158 93
a 616 116 95
a 376 448 93
a 877 992 94
a 141 130 92
a 196 634 94
a 855 254 93
a 816 755 91
a 219 203 96
a 70 105 91
a 222 188 96
a 47 16 95
a 387 394 90
a 134 94 96
a 152 667 98
a 367 366 92
a 345 95 94
a 86 344 99
a 223 195 98
a 4 136 96
a 133 884 99
a 582 533 96
a 658 422 95
a 254 439 99
a 633 554 97
a 89 19 99
a 814 759 92
a 641 774 98
a 469 969 99
a 845 610 98
a 274 16 99
a 219 12 92
a 877 658 90
a 520 230 99
a 32 54 95
a 758 508 91
a 70 24 97
a 814 828 92
a 89 78 98
a 657 744 98
a 673 658 94
a 297 11 90
a 39 504 92
a 229 433 95
a 214 104 97
a 376 667 95
a 581 67 95
a 651 713 93
a 501 595 92
a 869 298 93
a 532 516 95
a 79 2 90
a 948 949 92
a 48 94 98
a 566 692 95
a 267 930 98
a 379 401 93
a 612 582 96
a 94 101 95
a 32 627 99
a 191 1 98
a 51 39 98
a 127 161 93
a 563 820 94
a 970 658 98
a 191 564 92
a 376 410 92
a 116 579 91
a 504 800 92
a 145 4 94
a 727 477 93
a 422 895 97
a 589 557 92
a 267 392 90
a 94 566 95
a 145 26 97
a 673 142 95
a 501 16 91
a 58 112 96
a 738 469 97
a 508 633 96
a 258 300 92
a 783 785 97
a 101 258 90
a 331 63 99
a 127 2 91
a 394 480 96
a 344 54 94
a 386 198 93
a 925 785 95
a 432 929 97
a 251 259 93
a 78 523 96
a 767 293 93
a 237 238 93
a 35 910 95
a 273 226 91
a 758 516 99
a 758 539 93
a 651 953 99
a 472 457 95
a 97 33 97
a 289 282 99
a 605 604 93
a 566 695 94
a 536 4 96
a 126 133 96
a 17 555 95
a 141 126 97
a 585 866 94
a 824 762 94
a 269 285 98
a 633 410 99
a 32 157 98
a 335 266 99
a 267 58 90
a 835 550 96
a 832 954 94
a 64 2 99
a 495 460 91
a 636 32 98
a 645 144 91
a 70 563 99
a 70 555 97
a 817 786 96
a 129 532 90
a 36 54 90
a 324 313 91
a 711 679 99
a 323 351 93
a 790 535 92
a 627 227 93
a 645 17 99
a 487 300 93
a 5 161 90
a 519 516 97
a 157 173 95
a 1 770 93
a 720 415 94
a 605 290 93
a 141 204 97
a 395 392 97
a 276 387 98
a 63 859 91
a 508 259 94
a 605 658 90
a 308 801 96
a 563 633 95
a 328 133 91
a 133 8 94
a 1 995 92
a 314 938 91
a 377 408 97
a 597 66 90
a 2 142 93
a 192 210 97
a 695 126 90
a 415 259 90
a 47 612 99
a 376 270 93
a 351 539 97
a 251 348 93
a 199 51 98
a 847 101 92
a 895 985 97
a 408 626 91
a 297 828 92
a 254 267 97
a 110 78 95
a 594 477 92
a 331 254 99
a 16 149 96
a 839 751 93
a 188 206 95
a 20 51 96
a 581 672 96
a 219 33 92
a 176 50 94
a 641 839 93
a 283 504 97
a 542 97 90
a 78 581 99
a 251 344 99
a 78 689 97
a 258 134 91
a 348 798 94
a 679 668 95
a 880 188 92
a 883 910 98
a 321 399 90
a 595 266 96
a 314 317 92
a 550 542 98
a 879 759 91
a 42 612 90
a 355 362 98
a 12 619 91
a 266 23 91
a 821 586 97
a 695 711 95
a 469 39 92
a 883 879 99
a 148 85 96
a 148 172 98
a 785 542 90
a 649 142 96
a 237 472 97
a 227 439 93
a 571 821 95
a 501 945 96
a 20 144 94
a 348 300 97
a 305 27 96
a 126 129 96
a 258 980 93
a 104 574 94
a 277 706 99
a 192 191 96
a 664 141 91
a 32 188 94
a 883 789 94
a 145 176 96
a 8 261 91
a 42 664 99
a 329 867 92
a 480 362 93
a 801 352 90
a 923 782 90
a 354 227 96
a 508 869 95
a 24 8 91
a 196 380 93
a 42 276 92
a 953 828 90
a 66 566 96
a 564 539 92
a 344 285 98
a 425 516 95
a 586 706 91
a 602 533 97
a 112 869 95
a 485 78 98
a 94 1 90
a 211 227 99
a 211 214 91
a 755 759 91
a 782 5 99
a 11 754 95
a 630 911 95
a 351 40 94
a 105 66 94
a 126 136 97
a 324 1 94
a 16 134 98
a 713 448 91
a 12 4 96
a 160 737 95
a 230 394 92
a 782 547 97
a 63 579 91
a 323 39 95
a 251 1 92
a 383 376 90
a 1 502 92
a 211 117 93
a 504 141 98
a 95 227 91
a 283 109 92
a 441 273 90
a 74 198 92
a 383 456 96
a 770 839 90
a 894 269 93
a 164 8 95
a 276 651 93
a 329 347 93
a 594 182 95
a 573 698 93
a 269 259 95
a 594 235 96
a 24 17 99
a 876 142 90
a 129 942 99
a 773 273 94
a 188 71 93
a 164 672 96
a 204 613 93
a 469 847 90
a 199 415 91
a 109 63 97
a 813 578 99
a 321 439 96
a 792 800 96
a 316 19 93
a 50 344 95
a 789 179 99
a 879 286 90
a 661 551 99
a 126 472 90
a 157 35 91
a 828 508 93
a 876 564 93
a 630 508 91
a 67 78 98
a 469 945 99
a 726 477 99
a 808 495 94
a 42 320 90
a 820 969 91
a 5 98 93
a 751 269 96
a 105 439 91
a 641 70 95
a 509 642 95
a 161 130 93
a 377 509 96
a 616 266 94
a 47 267 94
a 172 548 97
a 313 126 99
a 851 835 92
a 254 266 95
a 292 282 90
a 198 270 99
a 9 261 97
a 32 39 92
a 55 12 94
a 164 668 99
a 269 70 99
a 17 395 96
a 942 751 99
a 23 266 90
a 2 98 98
a 134 505 96
a 574 706 94
a 17 172 90
a 88 479 93
a 758 32 90
a 79 2 96
a 579 336 97
a 463 207 94
a 266 4 99
a 1 910 98
a 360 298 98
a 399 813 92
a 751 4 98
a 548 860 91
a 751 642 97
a 605 12 99
a 542 652 98
a 805 609 98
a 19 63 94
a 67 4 98
a 81 78 98
a 127 642 94
a 688 754 93
a 317 817 94
a 742 953 98
a 446 43 97
a 270 557 96
a 835 78 94
a 152 88 96
a 95 744 99
a 917 582 93
a 97 70 98
a 36 321 90
a 414 282 95
a 923 877 99
a 293 539 97
a 16 54 97
a 289 94 93
a 1 504 95
a 630 557 91
a 550 50 95
a 636 432 93
a 369 254 94
a 210 78 92
a 48 829 99
a 502 720 93
a 43 2 97
a 130 152 99
a 148 133 99
a 133 199 90
a 532 551 90
a 408 158 97
a 923 399 97
a 398 54 93
a 127 2 92
a 508 305 96
a 581 766 90
a 157 469 97
a 71 104 90
a 172 219 90
a 300 27 94
a 376 282 93
a 5 629 91
a 554 539 98
a 50 19 99
a 425 377 98
a 391 672 93
a 78 127 92
a 195 206 96
a 158 157 96
a 238 619 95
a 33 5 96
a 157 51 90
a 344 286 95
a 824 335 91
a 751 338 92
a 136 574 95
a 660 516 94
a 222 188 90
a 11 359 96
a 644 472 97
a 16 586 97
a 526 626 91
a 104 479 90
a 8 42 92
a 527 752 91
a 16 519 99
a 540 790 97
a 554 19 90
a 633 651 90
a 251 254 90
a 595 620 91
a 438 394 98
a 158 48 94
a 47 1 92
a 410 386 90
a 719 95 92
a 136 129 99
a 23 273 97
a 82 566 99
a 40 241 90
a 251 297 92
a 508 948 90
a 604 43 95
a 188 133 94
a 532 505 90
a 254 251 91
a 502 16 90
a 67 317 90
a 422 484 90
a 939 817 98
a 133 258 97
a 314 329 98
a 141 133 91
a 726 648 94
a 991 994 97
a 642 641 91
a 344 219 91
a 9 696 99
a 425 426 96
a 695 129 93
a 877 759 90
a 629 664 96
a 722 502 97
a 242 104 94
a 345 64 95
a 588 604 92
a 555 532 92
a 391 398 95
a 886 657 97
a 758 136 93
a 251 328 91
a 293 473 94
a 2 767 98
a 119 116 95
a 384 399 94
a 633 336 91
a 627 567 91
a 101 126 94
a 126 168 95
a 32 609 93
a 63 64 95
a 269 266 96
a 859 594 92
a 70 586 92
a 539 48 98
a 173 141 91
a 417 42 98
a 380 258 97
a 195 688 99
a 300 394 90
a 196 149 97
a 94 105 91
a 64 126 99
a 127 134 97
a 273 258 97
a 502 688 98
a 688 70 99
a 637 636 99
a 285 411 95
a 479 245 94
a 487 441 90
a 946 689 98
a 414 869 94
a 376 626 90
a 78 23 96
a 176 379 90
a 55 48 91
a 987 829 93
a 39 182 91
a 574 502 95
a 689 255 95
a 130 51 98
a 348 42 96
a 519 63 96
a 887 823 96
a 877 992 90
a 644 735 94
a 110 300 95
a 376 164 90
a 880 892 98
a 766 832 94
a 634 627 98
a 991 298 92
a 667 710 98
a 1 94 90
a 401 432 98
a 908 144 97
a 564 235 99
a 175 894 96
a 206 211 97
a 501 773 94
a 402 511 97
a 585 151 99
a 261 270 93
a 540 782 97
a 36 535 96
a 157 5 98
a 972 891 94
a 751 32 92
a 516 133 93
a 645 144 99
a 273 297 92
a 759 509 96
a 81 112 93
a 672 563 91
a 582 824 91
a 766 504 91
a 752 637 91
a 282 251 99
a 20 524 99
a 813 567 99
a 391 50 95
a 70 289 92
a 832 770 99
a 235 196 95
a 262 793 90
a 517 567 91
a 86 12 95
a 752 548 92
a 533 542 94
a 112 658 91
a 501 504 99
a 535 633 95
a 754 206 92
a 629 691 92
a 860 363 92
a 910 879 99
a 116 119 99
a 12 698 96
a 683 668 90
a 536 5 95
a 297 112 90
a 836 71 98
a 776 773 99
a 501 16 94
a 97 112 96
a 251 800 96
a 629 130 94
a 188 283 91
a 347 104 99
a 648 652 90
a 741 574 98
a 797 377 97
a 33 39 94
a 179 113 90
a 479 245 90
a 626 629 91
a 148 210 92
a 432 929 94
a 667 418 93
a 273 126 92
a 869 276 99
a 129 391 97
a 11 313 95
a 95 336 92
a 1 258 99
a 328 210 92
a 533 627 97
a 410 876 93
a 19 741 94
a 238 660 99
a 300 282 98
a 1 282 99
a 820 758 97
a 320 210 97
a 836 711 97
a 425 738 99
a 258 134 98
a 502 508 92
a 789 290 91
a 198 942 92
a 401 273 99
a 290 411 97
a 266 16 93
a 262 176 90
a 634 64 97
a 298 79 95
a 5 542 90
a 78 89 98
a 66 823 99
a 173 130 93
a 70 94 90
a 1 40 93
a 266 394 91
a 571 581 91
a 8 134 98
a 112 438 96
a 563 689 94
a 589 579 95
a 241 81 96
a 33 5 91
a 398 651 98
a 126 344 96
a 20 755 99
a 539 164 92
a 626 581 90
a 47 360 95
a 2 502 94
a 789 595 91
a 523 627 95
a 1 86 95
a 816 316 99
a 273 292 99
a 594 1 99
a 664 539 98
a 692 594 97
a 616 866 92
a 297 78 90
a 598 828 97
a 407 509 92
a 204 548 99
a 1 511 93
a 766 824 95
a 441 487 92
a 164 550 94
a 27 102 96
a 501 567 94
a 797 4 92
a 32 1 98
a 581 78 92
a 835 313 92
a 254 410 96
a 24 1 99
a 453 829 93
a 422 929 94
a 188 126 92
a 222 629 99
a 320 67 95
a 42 11 97
a 2 165 92
a 94 67 97
a 165 369 91
a 17 579 97
a 12 5 92
a 148 652 95
a 571 601 97
a 148 66 95
a 158 207 97
a 126 42 98
a 536 564 95
a 570 585 97
a 571 105 93
a 894 453 92
a 9 564 97
a 542 32 93
a 994 831 90
a 602 626 98
a 395 20 90
a 191 97 90
a 570 824 93
a 377 473 90
a 8 290 97
a 657 539 93
a 769 505 93
a 1 532 99
a 1 252 96
a 1 71 97
a 501 783 93
a 359 298 96
a 136 4 96
a 141 644 95
a 258 261 95
a 844 922 95
a 688 133 98
a 706 129 98
a 26 74 99
a 1 126 96
a 73 226 98
a 754 800 97
a 94 230 98
a 401 27 98
a 2 11 96
a 23 101 98
a 297 844 97
a 262 35 97
a 267 269 96
a 328 172 98
a 953 954 91
a 127 165 90
a 164 571 98
a 67 321 93
a 48 54 95
a 273 641 95
a 158 227 91
a 516 554 92
a 78 63 90
a 770 520 94
a 797 16 93
a 297 55 91
a 729 879 92
a 633 164 92
a 148 460 93
a 206 109 94
a 94 535 98
a 439 816 98
a 524 8 90
a 133 129 96
a 604 557 98
a 39 290 96
a 276 398 96
a 915 664 94
a 642 658 94
a 192 824 92
a 776 820 92
a 751 665 90
a 610 783 96
a 314 758 91
a 394 987 99
a 133 461 95
a 274 633 90
a 383 417 92
a 657 379 99
a 786 283 94
a 501 563 98
a 461 9 95
a 657 47 98
a 167 661 95
a 204 175 95
a 48 50 93
a 570 501 99
a 71 711 99
a 782 703 99
a 8 32 93
a 581 582 94
a 67 5 95
a 516 578 98
a 456 213 95
a 314 255 96
a 293 369 97
a 379 657 96
a 290 384 91
a 282 1 96
a 238 969 94
a 759 767 97
a 136 152 90
a 984 761 91
a 969 448 91
a 673 524 91
a 727 101 92
a 548 557 96
a 548 270 93
a 17 610 97
a 564 813 98
a 74 55 96
a 410 956 92
a 16 33 95
a 380 214 93
a 633 941 92
a 85 78 98
a 595 234 91
a 829 495 95
a 676 527 94
a 97 535 99
a 797 766 91
a 214 78 90
a 829 66 97
a 234 102 97
a 563 948 90
a 613 773 99
a 741 616 98
a 722 744 92
a 105 820 97
a 402 136 91
a 642 548 97
a 219 351 96
a 191 347 99
a 426 433 93
a 523 54 98
a 887 262 91
a 501 535 91
a 273 23 96
a 1 35 91
a 270 274 94
a 36 658 92
a 961 918 99
a 759 152 95
a 277 804 98
a 19 20 98
a 657 542 93
a 35 97 90
a 94 519 90
a 226 244 99
a 501 262 90
a 835 523 91
a 180 477 96
a 964 884 95
a 157 344 97
a 758 283 92
a 520 395 93
a 633 883 92
a 789 307 93
a 329 832 96
a 66 729 96
a 285 4 99
a 564 8 98
a 554 180 97
a 582 860 91
a 55 58 90
a 304 415 99
a 484 938 95
a 290 617 97
a 23 446 96
a 991 679 90
a 51 48 99
a 547 630 96
a 251 267 94
a 672 665 92
a 276 145 97
a 509 64 93
a 42 73 92
a 730 604 93
a 589 566 98
a 432 901 91
a 469 831 91
a 445 573 90
a 126 1 97
a 661 902 99
a 527 807 90
a 189 70 94
a 442 380 99
a 370 27 91
a 323 816 94
a 199 196 93
a 74 86 90
a 219 425 92
a 476 362 90
a 204 32 95
a 104 355 99
a 751 891 95
a 790 918 95
a 191 144 99
a 929 977 91
a 261 956 94
a 20 5 94
a 429 148 97
a 548 17 98
a 532 540 91
a 512 648 93
a 422 251 91
a 39 835 99
a 251 254 93
a 133 633 92
a 196 714 92
a 40 219 99
a 16 142 92
a 35 292 92
a 766 533 91
a 776 305 90
a 376 8 96
a 391 664 99
a 769 629 93
a 652 145 93
a 141 173 94
a 149 48 96
a 213 148 94
a 17 126 95
