c FILE			: graphs/g_100_27.txt
a 7 19 92
a 86 94 92
a 32 1 92
a 27 77 91
a 51 52 99
a 55 17 97
a 51 61 92
a 39 13 94
a 35 57 98
a 16 1 98
a 39 89 98
a 14 52 94
a 26 94 91
a 29 36 90
a 73 63 92
a 10 52 93
a 29 1 91
a 44 45 97
a 55 4 90
a 33 38 92
a 8 51 96
a 92 73 95
a 54 8 99
a 51 26 99
a 70 33 98
a 55 51 93
a 35 79 99
a 63 97 97
a 39 14 91
a 54 13 91
a 55 51 97
a 14 95 97
a 45 54 96
a 17 5 90
a 7 10 94
a 51 79 96
a 7 82 97
a 83 58 98
a 98 17 93
a 48 85 91
a 35 79 93
a 14 63 93
a 5 42 96
a 32 1 93
a 63 1 98
a 35 7 94
a 70 13 92
a 47 22 91
a 26 83 99
a 54 79 98
a 51 4 99
a 70 45 99
a 66 19 91
a 16 4 97
a 26 27 91
a 88 82 96
a 26 22 92
a 13 54 95
a 17 4 96
a 57 69 95
a 51 76 98
a 60 16 95
a 11 32 98
a 80 41 92
a 4 32 96
a 64 14 93
a 58 20 98
a 80 16 93
a 52 58 93
a 20 14 92
a 27 89 95
a 7 64 91
a 5 86 91
a 44 38 96
a 14 2 97
a 64 52 99
a 66 67 97
a 69 66 90
a 1 11 95
a 73 55 99
a 26 32 99
a 4 29 96
a 27 26 97
a 54 52 90
a 70 83 99
a 19 5 95
a 48 17 99
a 77 51 92
a 32 29 99
a 67 55 93
a 11 83 94
a 39 69 95
a 94 63 93
a 55 27 91
a 73 29 93
a 16 47 90
a 63 26 99
a 32 44 99
a 8 27 99
a 27 26 93
a 1 10 90
a 33 82 92
a 98 13 90
a 1 7 91
a 57 69 91
a 13 47 97
a 64 7 99
a 92 70 99
a 14 22 95
a 20 2 92
a 63 13 91
a 22 44 91
a 69 54 93
a 64 42 99
a 54 4 98
a 14 5 96
a 82 69 98
a 42 14 96
a 48 45 98
a 66 22 90
a 13 23 95
a 13 45 97
a 51 61 93
a 39 26 99
a 16 32 94
a 97 60 91
a 7 2 94
a 38 14 95
a 85 29 90
a 47 45 91
a 10 51 95
a 41 44 95
a 4 72 99
a 30 29 93
a 55 54 94
a 61 26 92
a 54 76 90
a 7 60 97
a 2 92 93
a 82 83 91
a 63 60 95
a 55 80 93
a 88 51 98
a 7 32 96
a 19 47 93
a 58 85 99
a 13 94 94
a 30 33 95
a 76 83 97
a 1 16 96
a 51 60 98
a 85 63 94
a 44 17 94
a 92 98 90
a 22 72 98
a 13 7 98
a 8 39 92
a 29 13 96
a 57 1 93
a 73 77 91
a 1 16 98
a 39 19 99
a 42 76 93
a 35 32 93
a 16 92 96
a 5 16 90
a 17 10 92
a 29 30 94
a 10 63 91
a 16 64 91
a 98 22 99
a 54 76 90
a 51 26 97
a 52 88 99
a 14 98 95
a 85 88 97
a 10 5 91
a 64 63 99
a 2 13 92
a 51 1 98
a 52 64 97
a 33 17 95
a 82 61 92
a 35 11 97
a 52 51 98
a 14 64 99
a 27 1 92
a 54 79 95
a 88 30 90
a 10 1 99
a 32 45 91
a 54 51 92
a 10 54 94
a 4 11 96
a 33 76 92
a 1 35 95
a 26 29 95
a 77 29 97
a 30 27 91
a 52 27 93
a 19 45 90
a 13 16 92
a 54 29 96
a 27 2 98
a 23 80 94
a 83 11 97
a 44 7 99
a 94 54 91
a 51 27 97
a 77 51 91
a 88 38 94
a 14 27 92
a 55 5 98
a 76 29 98
a 70 58 92
a 69 14 99
a 72 29 92
a 32 4 94
a 55 5 97
a 29 85 92
a 39 14 95
a 91 41 94
a 1 13 91
a 33 83 97
a 44 45 92
a 73 17 97
a 14 1 95
a 73 4 96
a 29 22 96
a 1 2 96
a 63 2 93
a 60 4 94
a 51 4 93
a 19 22 97
a 88 76 93
a 55 5 92
a 22 23 94
a 8 36 94
a 76 64 94
a 7 11 91
a 41 27 96
a 33 16 95
a 13 60 97
a 1 13 98
a 79 88 95
a 38 32 93
a 98 82 91
a 38 13 94
a 30 14 91
a 58 8 94
a 17 4 91
a 42 47 97
a 27 26 97
a 51 26 95
a 77 30 96
a 60 30 91
a 22 47 95
a 52 57 95
a 29 26 96
a 57 7 95
a 61 10 97
a 1 14 97
a 76 51 94
a 48 36 92
a 17 16 98
a 7 10 92
a 32 35 93
a 26 69 93
a 85 54 98
a 33 30 98
a 23 92 94
a 10 16 99
a 41 45 93
a 48 44 92
a 51 57 92
a 42 55 92
a 80 30 99
a 33 76 93
a 11 60 93
a 82 94 97
a 1 51 97
a 4 17 93
a 79 54 90
a 47 76 96
a 94 7 98
a 70 57 90
a 27 30 93
a 58 57 95
a 41 88 98
a 48 36 90
a 95 2 95
a 55 82 97
a 98 35 91
a 35 36 94
a 54 88 95
a 54 66 98
a 13 54 98
a 17 22 94
a 1 76 94
a 10 69 91
a 44 1 96
a 4 10 90
a 13 7 92
a 69 57 90
a 39 48 97
a 52 54 95
a 58 8 92
a 80 11 91
a 38 2 91
a 8 39 99
a 8 13 99
a 51 27 92
a 69 57 95
a 11 61 98
a 7 89 96
a 26 30 96
a 4 58 93
a 36 8 97
a 80 67 93
a 26 52 98
a 80 92 99
a 17 45 94
a 38 63 95
a 27 26 90
a 1 51 93
a 19 1 90
a 4 52 97
a 19 11 97
a 58 5 95
a 29 80 95
a 98 82 95
a 41 79 96
a 13 20 91
a 39 26 91
a 27 63 91
a 5 13 93
a 47 33 96
a 44 41 93
a 69 52 99
a 1 36 93
a 29 57 90
a 52 44 98
a 77 8 97
a 7 54 98
a 32 26 97
a 77 27 96
a 94 83 96
a 63 76 98
a 13 14 95
a 58 69 95
a 47 36 97
a 82 60 92
a 4 10 95
a 70 58 99
a 69 57 96
a 36 32 92
a 38 51 97
a 16 29 93
a 16 22 93
a 19 76 90
a 39 1 93
a 85 29 99
a 7 20 94
a 5 8 95
a 7 2 97
a 64 14 99
a 69 32 90
a 55 52 94
a 30 13 92
a 1 16 93
a 51 1 93
a 27 70 98
a 10 7 90
a 19 20 92
a 94 20 99
a 1 52 90
a 2 33 96
a 35 60 96
a 14 13 95
a 57 88 97
a 16 73 94
a 91 76 97
a 4 10 91
a 2 32 94
a 38 88 94
a 57 52 98
a 1 72 94
a 38 41 93
a 51 58 98
a 63 13 93
a 66 54 94
a 57 7 91
a 8 57 99
a 72 55 99
a 19 70 92
a 26 41 98
a 4 72 97
a 17 14 93
a 73 23 93
a 38 47 92
a 97 16 90
a 36 42 95
a 2 54 98
a 51 1 90
a 42 41 99
a 42 17 96
a 82 80 96
a 57 94 93
a 97 17 93
a 32 33 96
a 70 33 93
a 1 16 92
a 66 4 99
a 95 82 95
a 27 26 95
a 44 13 93
a 69 2 99
a 38 70 91
a 51 57 92
a 4 30 99
a 4 19 94
a 77 39 99
a 2 11 92
a 19 7 91
a 23 54 91
a 47 41 99
a 77 26 96
a 27 42 92
a 8 30 97
a 58 8 92
a 83 42 91
a 8 61 90
a 11 58 96
a 33 32 99
a 82 64 95
a 63 51 92
a 19 44 96
a 51 52 93
a 13 1 96
a 48 7 91
a 29 80 97
a 19 91 90
a 64 95 97
a 55 8 92
a 32 10 93
a 4 17 97
a 64 23 91
a 29 76 96
a 41 26 96
a 54 72 98
a 1 77 94
a 76 4 97
a 94 30 92
a 69 22 95
a 55 92 90
a 5 7 97
a 67 91 95
a 36 17 98
a 76 32 95
a 2 36 94
a 16 13 97
a 10 91 94
a 38 17 99
a 88 76 92
a 19 29 96
a 41 44 97
a 77 76 97
a 5 30 92
a 26 42 94
a 76 38 95
a 58 80 91
a 11 36 93
a 35 32 93
a 33 44 95
a 1 57 97
a 4 55 98
a 35 7 92
a 45 69 97
a 10 35 90
a 19 60 94
a 20 14 96
a 27 51 97
a 39 14 94
a 51 76 92
a 10 11 93
a 66 1 95
a 32 86 97
a 94 16 94
a 57 17 94
a 52 80 91
a 92 42 98
a 8 33 94
a 5 76 96
a 64 52 93
a 58 23 97
a 13 41 97
a 29 4 90
a 51 19 97
a 30 51 99
a 52 89 99
a 10 22 90
a 88 76 96
a 52 64 99
a 55 52 99
a 19 1 95
a 69 38 90
a 58 11 93
a 23 19 95
a 67 42 97
a 54 76 96
a 41 91 92
a 52 1 98
a 86 30 90
a 10 42 99
a 19 23 93
a 83 1 98
a 51 2 94
a 79 26 94
a 30 16 98
a 32 29 92
a 7 76 91
a 44 69 99
a 61 80 95
a 1 4 95
a 66 17 96
a 44 57 97
a 94 47 92
a 64 77 90
a 30 67 97
a 58 11 96
a 2 66 94
a 60 5 99
a 79 91 96
a 54 51 90
a 1 38 97
a 13 94 98
a 60 54 93
a 89 95 96
a 67 17 96
a 55 73 95
a 85 60 90
a 33 88 93
a 29 32 90
a 63 70 99
a 8 7 91
a 98 86 90
a 63 94 93
a 63 64 98
a 7 60 99
a 27 29 90
a 39 45 90
a 17 33 96
a 11 20 92
a 38 77 99
a 66 17 95
a 19 64 99
a 85 76 94
a 13 76 93
a 1 10 90
a 51 89 94
a 66 22 95
a 13 51 97
a 80 29 90
a 2 14 90
a 39 13 95
a 8 7 91
a 16 17 91
a 45 32 99
a 4 26 94
a 14 7 98
a 4 66 99
a 16 38 90
a 11 10 98
a 35 7 96
a 57 32 95
a 52 77 93
a 91 67 96
a 86 76 93
a 33 10 99
a 80 26 93
a 14 52 92
a 13 14 95
a 13 16 96
a 1 27 99
a 1 2 92
a 77 45 91
a 45 77 96
a 7 69 97
a 14 2 96
a 32 38 97
a 27 47 98
a 26 51 97
a 16 29 97
a 85 76 99
a 83 8 98
a 10 57 99
a 19 73 96
a 32 13 93
a 52 63 98
a 61 60 96
a 82 52 91
a 38 95 96
a 13 54 95
a 22 10 95
a 16 1 97
a 82 23 93
a 58 8 93
a 91 29 95
a 1 52 97
a 17 14 98
a 32 8 98
a 5 35 95
a 36 41 95
a 36 47 98
a 1 64 99
a 77 26 95
a 63 64 90
a 35 29 98
a 26 8 90
a 79 26 99
a 60 73 99
a 5 16 96
a 35 32 93
a 11 91 91
a 13 52 97
a 51 57 97
a 1 57 97
a 42 44 94
a 97 72 92
a 30 23 93
a 1 22 90
a 1 14 93
a 66 30 93
a 13 52 99
a 1 63 90
a 52 51 92
a 5 1 96
a 4 5 97
a 57 1 97
a 51 47 91
a 1 4 92
a 1 33 93
a 22 41 97
a 13 45 97
a 1 54 94
a 10 7 92
a 60 79 92
a 4 38 94
a 2 27 93
a 63 4 96
a 86 55 93
a 58 61 97
a 51 89 96
a 13 38 99
a 10 60 90
a 86 52 95
a 7 20 97
a 26 13 94
a 91 94 92
a 17 2 92
a 4 72 90
a 42 17 96
a 14 64 98
a 61 60 95
a 38 76 95
a 13 14 98
a 8 89 97
a 47 19 94
a 54 57 90
a 76 4 93
a 64 7 90
a 76 88 92
a 10 69 99
a 2 8 97
a 44 83 98
a 66 41 95
a 54 27 99
a 7 1 99
a 19 32 97
a 27 2 97
a 85 91 99
a 48 73 98
a 5 8 90
a 97 92 95
a 11 4 90
a 14 30 93
a 4 29 99
a 4 66 93
a 35 29 90
a 73 22 93
a 7 76 98
a 69 13 98
a 10 5 98
a 5 57 95
a 35 32 94
a 86 85 93
a 45 7 99
a 2 69 98
a 29 27 96
a 79 26 90
a 55 52 94
a 13 52 99
a 8 19 96
a 35 29 92
a 19 38 99
a 54 10 94
a 63 66 98
a 51 70 90
a 1 51 92
a 77 5 97
a 10 8 91
a 4 1 98
a 14 1 93
a 77 89 90
a 13 14 98
a 13 63 93
a 52 89 95
a 5 30 95
a 5 72 95
a 8 5 96
a 14 2 96
a 61 8 92
a 2 4 91
a 7 54 92
a 85 60 95
a 14 26 91
a 58 97 93
a 5 33 99
a 26 89 98
a 38 79 94
a 26 54 96
a 14 66 96
a 1 11 93
a 1 51 99
a 82 85 92
a 14 22 92
a 85 54 92
a 72 85 92
a 26 63 90
a 85 4 93
a 76 92 95
a 94 73 97
a 2 1 94
a 5 14 93
a 2 45 97
a 66 67 93
a 17 20 90
a 98 44 90
a 2 4 94
a 13 19 95
a 52 60 94
a 11 1 97
a 89 39 95
a 8 14 93
a 1 4 94
a 36 10 91
a 80 54 97
a 51 32 94
a 26 76 91
a 64 70 96
a 32 58 95
a 19 83 95
a 58 83 95
a 60 38 90
a 66 98 91
a 4 1 93
a 4 14 91
a 10 22 95
a 8 16 97
a 11 10 91
a 30 67 90
a 55 54 93
a 85 79 91
a 94 44 98
a 95 52 90
a 13 10 95
a 76 4 96
a 54 79 90
a 41 22 98
a 14 67 91
a 1 22 91
a 17 20 97
a 33 16 96
a 5 30 91
a 60 2 99
a 41 42 94
a 7 19 94
a 77 76 97
a 2 26 95
a 58 51 94
a 5 26 92
a 4 10 98
a 22 19 97
a 86 95 98
a 54 60 97
a 79 80 99
a 61 58 92
a 4 91 98
a 5 30 91
a 38 7 93
a 94 63 96
a 77 51 92
a 57 61 93
a 1 26 98
a 19 32 93
a 7 1 98
a 63 51 93
a 66 94 98
a 14 1 92
a 36 11 93
a 51 72 99
a 19 89 91
a 11 36 96
a 13 14 93
a 66 4 99
a 10 1 97
a 22 47 95
a 54 66 92
a 85 4 90
a 26 1 95
a 8 32 97
a 73 47 94
a 22 10 98
a 72 79 95
a 1 4 99
a 79 29 92
a 80 32 99
a 14 13 97
a 85 63 96
a 17 5 99
a 29 1 95
a 77 5 96
a 52 14 97
a 1 13 93
a 5 51 95
a 30 5 92
a 82 83 91
a 13 88 97
a 38 20 91
a 14 5 96
a 69 57 95
a 29 22 96
a 33 35 96
a 5 16 94
a 1 57 98
a 10 22 90
a 86 55 99
a 97 7 96
a 33 2 97
a 1 85 96
a 13 42 99
a 35 22 92
a 76 14 93
a 30 5 99
a 52 82 97
a 47 76 99
a 2 11 94
a 7 19 91
a 10 86 93
a 14 13 90
a 16 67 98
a 39 64 93
a 16 13 93
a 2 14 90
a 2 58 94
a 17 5 97
a 32 30 96
a 98 60 95
a 76 80 92
a 38 20 90
a 55 5 90
a 29 57 90
a 57 7 93
a 52 1 93
a 27 52 99
a 39 5 99
a 47 73 92
a 63 66 94
a 38 77 93
a 13 1 95
a 30 35 98
a 97 30 95
a 29 5 91
a 16 30 99
a 38 27 96
a 13 1 94
a 19 44 99
a 48 92 91
a 51 2 93
a 69 72 92
a 80 29 91
a 30 55 95
a 26 27 97
a 13 23 94
a 26 29 95
a 76 79 98
a 44 14 97
a 66 23 98
a 82 79 97
a 5 80 90
a 64 63 95
a 33 29 99
a 17 5 90
a 27 5 94
a 45 69 98
a 86 61 96
a 89 77 94
a 92 82 93
a 2 55 95
a 2 26 98
a 45 20 91
a 10 22 94
a 82 45 93
a 67 73 91
a 44 88 90
a 51 63 92
a 33 1 96
a 44 30 91
a 36 26 90
a 57 1 90
a 91 30 94
a 63 52 92
a 77 2 94
a 79 51 98
a 57 82 99
a 10 7 95
a 7 2 91
a 77 30 97
a 51 76 92
a 26 27 90
a 1 2 93
a 23 11 98
a 5 52 98
a 16 26 97
a 13 16 90
a 16 66 96
a 67 94 98
a 7 10 96
a 4 1 96
a 27 76 93
a 76 88 98
a 38 19 90
a 11 33 94
a 77 80 93
a 14 5 93
a 80 91 92
a 91 88 95
a 94 4 95
a 85 57 90
a 29 38 97
a 13 2 90
a 64 73 93
a 26 88 92
a 33 32 93
a 30 27 98
a 10 7 93
a 76 26 98
a 82 32 96
a 17 30 97
a 35 76 96
a 32 8 95
a 88 82 94
a 10 60 97
a 44 45 92
a 57 60 95
a 39 77 98
a 52 1 91
a 55 80 92
a 7 51 96
a 19 57 92
a 36 11 97
a 22 16 94
a 7 32 96
a 51 10 95
a 36 91 92
a 2 55 99
a 20 7 92
a 66 88 99
a 19 7 95
a 51 27 99
a 17 67 94
a 8 2 90
a 8 22 92
a 45 32 90
a 1 57 93
a 13 7 92
a 39 95 95
a 17 2 94
a 60 22 92
a 85 97 97
a 7 86 96
a 29 1 92
a 44 91 91
a 41 42 98
a 16 48 97
a 83 55 90
a 85 8 91
a 45 69 99
a 70 67 96
a 61 58 94
a 33 32 98
a 17 5 94
a 67 54 99
a 5 52 98
a 33 7 94
a 17 14 92
a 14 2 98
a 36 83 95
a 54 4 93
a 23 35 93
a 57 35 99
a 7 20 96
a 94 26 95
a 32 33 95
a 19 69 91
a 36 33 92
a 10 13 97
a 57 7 98
a 41 4 91
a 83 55 90
a 54 26 90
a 10 16 96
a 79 66 98
a 48 23 93
a 2 7 96
a 55 79 93
a 27 83 93
a 51 54 95
a 52 2 92
a 30 29 91
a 89 51 90
a 63 76 99
a 92 51 93
a 8 52 95
a 92 91 96
a 32 94 95
a 17 48 94
a 51 80 99
a 8 2 99
a 44 88 96
a 82 47 91
a 4 5 95
a 38 13 97
a 22 30 91
a 54 35 94
a 57 73 91
a 2 58 96
a 64 1 92
a 88 20 98
a 88 91 94
a 13 1 94
a 69 70 99
a 20 95 99
a 86 83 99
a 83 27 92
a 38 44 98
a 4 13 96
a 5 16 90
a 5 33 92
a 4 1 92
a 69 72 93
a 94 19 90
a 97 44 90
a 22 44 95
a 76 95 93
a 32 76 95
a 1 35 99
a 76 52 90
a 52 5 97
a 63 88 99
a 32 19 97
a 41 66 97
a 64 20 97
a 70 52 98
a 7 22 96
a 8 76 99
a 1 22 92
a 1 5 94
a 38 19 91
a 5 16 97
a 36 8 93
a 32 29 93
a 73 85 98
a 7 10 97
a 27 44 93
a 29 20 92
a 64 89 94
a 19 13 95
a 42 41 99
a 54 1 99
a 1 10 94
a 11 60 92
a 97 72 97
a 57 72 94
a 5 61 93
a 13 29 97
a 19 51 91
a 38 83 96
a 8 35 93
a 10 35 94
a 82 97 96
a 19 16 95
a 1 26 97
a 63 39 95
a 2 80 98
a 76 57 98
a 54 16 94
a 16 4 99
a 52 2 96
a 4 16 98
a 69 70 98
a 2 64 94
a 66 82 92
a 1 4 96
a 94 8 95
a 41 13 92
a 35 82 97
a 57 58 91
a 33 57 93
a 61 55 98
a 16 42 98
a 61 67 95
a 48 19 93
a 26 13 97
a 41 66 96
a 52 4 93
a 60 55 99
a 2 1 90
a 80 39 98
a 30 27 97
a 60 7 98
a 5 17 96
a 70 98 99
a 22 41 90
a 5 26 99
a 14 13 95
a 39 13 92
a 77 88 95
a 26 51 90
a 55 60 94
a 51 4 91
a 7 47 99
a 8 35 94
a 45 42 91
a 27 14 90
a 32 76 93
a 26 27 94
a 54 51 97
a 54 92 98
a 70 23 91
a 26 88 94
a 92 91 99
a 63 88 99
a 67 55 98
a 30 52 94
a 29 61 92
a 27 83 97
a 36 35 99
a 82 35 97
a 5 52 91
a 55 5 91
a 35 1 93
a 54 10 92
a 45 70 99
a 16 72 99
a 57 51 93
a 63 52 97
a 7 82 97
a 63 67 98
a 51 61 94
a 58 64 90
a 26 45 94
a 17 14 96
a 4 30 95
a 52 2 94
a 58 67 96
a 89 45 96
a 10 98 96
a 5 16 97
a 45 19 95
a 66 16 98
a 27 70 91
a 23 11 92
a 33 32 97
a 26 85 92
a 86 89 96
a 20 63 94
a 44 7 90
a 1 51 90
a 54 92 99
a 1 4 95
a 45 44 97
a 69 70 95
a 19 69 92
a 38 41 94
a 16 85 97
a 14 17 90
a 7 13 92
a 14 38 91
a 61 23 91
a 58 83 95
a 91 88 99
a 26 4 90
a 29 51 93
a 86 29 93
a 63 54 90
a 1 7 93
a 13 69 93
a 1 4 96
a 29 26 98
a 4 10 97
a 60 66 96
a 58 57 94
a 26 1 98
a 67 17 97
a 32 19 90
a 19 60 96
a 7 13 99
a 51 1 95
a 54 91 97
a 4 10 92
a 22 4 92
a 4 54 94
a 76 51 90
a 16 42 96
a 48 36 90
a 44 94 96
a 80 32 92
a 33 26 95
a 13 76 98
a 14 60 90
a 27 30 94
a 48 7 93
a 19 51 94
a 85 36 96
a 33 38 96
a 16 13 99
a 5 79 92
a 92 39 99
a 19 38 97
a 48 16 91
a 13 38 90
a 95 97 90
a 97 22 96
a 33 61 99
a 26 10 92
a 1 8 94
a 45 38 92
a 57 85 90
a 54 57 92
a 60 51 94
a 13 22 95
a 5 19 92
a 67 63 96
a 36 30 91
a 29 32 97
a 51 2 92
a 55 61 96
a 66 54 96
a 80 51 94
a 19 76 98
a 39 27 98
a 4 27 94
a 7 8 95
a 23 30 90
a 79 89 94
a 14 2 91
a 52 55 92
a 52 82 91
a 41 38 91
a 1 63 90
a 4 85 98
a 38 29 93
a 98 97 98
a 38 26 96
a 10 66 97
a 76 4 96
a 14 67 94
a 26 79 99
a 69 20 99
a 4 79 90
a 63 64 90
a 57 19 97
a 13 4 91
a 33 11 91
a 42 29 98
a 82 63 90
a 10 61 95
a 1 2 98
a 10 85 92
a 22 51 93
a 57 95 92
a 79 66 92
a 89 51 91
a 67 55 93
a 10 1 93
a 4 10 96
a 76 47 92
a 76 38 98
a 16 14 97
a 10 60 96
a 11 19 90
a 51 13 91
a 44 19 90
a 26 35 90
a 26 16 90
a 14 27 96
a 66 55 98
a 64 63 98
a 80 52 97
a 73 72 99
a 67 63 93
a 60 5 90
a 7 4 92
a 2 27 96
a 52 51 90
a 42 5 92
a 82 86 94
a 5 54 99
a 57 69 91
a 16 10 92
a 88 63 95
a 32 26 94
a 91 7 95
a 29 79 92
a 2 8 92
a 33 36 92
a 5 30 95
a 11 70 98
a 8 4 98
a 2 5 98
a 91 66 98
a 83 61 95
a 27 58 93
a 27 4 97
a 1 7 96
a 51 22 92
a 66 57 92
a 86 58 99
a 54 79 96
a 54 55 93
a 26 83 92
a 85 76 93
a 54 30 90
a 10 7 99
a 8 7 94
a 7 4 99
a 33 23 95
a 83 2 93
a 11 73 98
a 7 82 99
a 51 58 93
a 55 1 93
a 44 38 94
a 20 1 95
a 19 16 94
a 60 29 90
a 89 69 91
a 29 42 92
a 77 86 93
a 26 70 96
a 79 91 99
a 64 1 97
a 16 38 91
a 17 67 94
a 95 22 95
a 8 7 95
a 29 32 97
a 33 39 99
a 85 22 91
a 54 13 97
a 73 11 92
a 2 27 97
a 19 70 99
a 95 83 94
a 76 88 92
a 52 2 98
a 51 54 98
a 69 66 99
a 32 60 96
a 27 77 92
a 4 16 93
a 54 26 92
a 10 11 93
a 13 58 93
a 54 51 95
a 5 32 94
a 66 55 90
a 45 14 98
a 29 4 98
a 91 92 96
a 67 42 93
a 94 82 99
a 1 17 95
a 27 4 93
a 97 70 99
a 13 4 92
a 64 52 92
a 7 19 94
a 86 77 92
a 13 20 90
a 89 52 93
a 5 1 92
a 52 51 90
a 88 76 96
a 13 16 96
a 80 61 94
a 57 1 91
a 1 13 94
a 95 44 94
a 14 17 98
a 5 20 92
a 47 88 92
a 26 1 93
a 88 44 96
a 32 66 94
a 4 5 90
a 2 14 98
a 4 30 93
a 2 58 98
a 29 4 94
a 29 1 91
a 41 47 90
a 82 69 96
a 13 30 90
a 1 64 99
a 67 55 96
a 8 48 99
a 29 1 90
a 55 2 91
a 16 38 97
a 47 97 94
a 35 10 95
a 88 13 91
a 72 70 95
a 60 10 96
a 33 8 99
a 38 88 90
a 58 13 91
a 52 23 96
a 58 64 90
a 1 13 97
a 92 48 94
a 52 22 94
a 16 4 92
a 79 92 92
a 52 57 97
a 10 2 92
a 10 7 98
a 73 16 92
a 97 4 94
a 10 7 90
a 16 27 98
a 27 26 91
a 22 72 99
a 54 26 95
a 10 29 93
a 1 2 99
a 60 72 90
a 63 19 96
a 38 44 97
a 95 52 91
a 51 29 91
a 10 7 94
a 27 33 98
a 66 16 92
a 82 20 91
a 52 63 96
a 39 20 92
a 32 29 95
a 63 88 98
a 42 69 94
a 95 64 90
a 10 51 98
a 51 60 98
a 52 57 95
a 67 66 91
a 13 22 95
a 76 26 90
a 16 41 95
a 61 22 93
a 39 27 97
a 13 10 93
a 52 57 92
a 61 79 90
a 1 17 92
a 72 32 95
a 7 4 97
a 57 66 96
a 8 83 90
a 4 16 94
a 58 64 97
a 32 27 95
a 4 1 92
a 86 36 99
a 16 14 91
a 69 70 94
a 17 30 99
a 58 82 98
a 48 16 97
a 5 2 91
a 88 64 96
a 51 4 90
a 94 89 98
a 58 7 95
a 66 42 91
a 16 2 98
a 1 51 93
a 51 35 96
a 88 89 92
a 1 4 90
a 47 57 91
a 32 44 99
a 20 14 90
a 38 66 92
a 82 55 90
a 33 8 99
a 16 17 96
a 54 57 96
a 5 83 96
a 42 16 96
a 63 51 99
a 20 10 97
a 32 29 99
a 7 60 98
a 79 51 94
a 19 4 91
a 1 4 96
a 57 76 95
a 44 42 95
a 4 5 97
a 60 85 97
a 79 86 93
a 51 60 95
a 2 27 93
a 38 1 98
a 76 91 98
a 51 55 91
a 29 1 96
a 52 1 98
a 52 63 99
a 11 36 94
a 2 4 94
a 57 76 94
a 89 38 98
a 47 69 93
a 35 16 97
a 77 83 91
a 30 11 98
a 29 1 90
a 16 22 94
a 22 66 91
a 27 19 93
a 27 4 94
a 70 64 91
a 2 52 94
a 77 52 98
a 13 10 94
a 26 38 90
a 35 29 94
a 41 33 91
a 27 77 98
a 57 94 96
a 60 5 90
a 26 76 97
a 95 33 94
a 13 1 96
a 1 54 92
a 5 86 93
a 26 39 96
a 39 42 92
a 16 4 99
a 54 4 94
a 29 1 93
a 13 2 98
a 10 85 97
a 66 14 96
a 83 60 93
a 14 13 95
a 2 26 92
a 76 54 99
a 69 19 97
a 13 32 95
a 38 13 95
a 23 5 92
a 22 97 99
a 58 69 93
a 2 52 92
a 20 44 94
a 89 63 96
a 11 1 92
a 39 38 98
a 1 7 95
a 10 60 99
a 38 39 99
a 27 47 91
a 20 14 93
a 29 52 93
a 8 29 95
a 32 7 95
a 14 2 97
a 38 13 94
a 4 30 93
a 47 70 93
a 8 20 93
a 16 47 99
a 38 39 98
a 13 16 97
a 16 63 91
a 54 35 94
a 76 79 92
a 85 36 99
a 57 54 94
a 52 66 99
a 10 44 97
a 2 57 95
a 52 2 92
a 1 39 92
a 7 33 95
a 19 70 98
a 5 16 96
a 80 88 99
a 16 10 91
a 19 23 98
a 13 39 92
a 7 54 94
a 30 5 90
a 27 80 95
a 54 80 93
a 29 16 92
a 51 1 96
a 2 69 96
a 27 41 93
a 14 13 99
a 7 1 92
a 69 26 95
a 26 13 96
a 42 36 90
a 8 57 99
a 66 5 93
a 11 5 91
a 41 7 98
a 51 38 96
a 17 38 99
a 19 4 91
a 19 26 93
a 52 83 95
a 63 13 94
a 60 10 93
a 19 39 95
a 4 16 92
a 51 63 92
a 4 10 91
a 36 8 98
a 92 67 95
a 10 4 93
a 16 26 96
a 26 29 98
a 83 54 93
a 58 57 96
a 2 17 93
a 1 60 94
a 26 1 96
a 67 72 93
a 17 42 91
a 1 51 99
a 82 66 95
a 63 13 96
a 76 4 95
a 38 63 93
a 4 10 90
a 52 55 99
a 63 26 98
a 85 26 91
a 54 64 90
a 26 51 91
a 20 8 93
a 11 8 98
a 13 33 99
a 26 82 96
a 60 7 98
a 13 4 97
a 55 77 96
a 88 77 90
a 86 36 97
a 66 54 97
a 14 27 90
a 52 57 94
a 61 22 91
a 17 20 91
a 5 2 97
a 19 7 90
a 61 10 95
a 23 45 96
a 2 16 90
a 26 44 91
a 1 54 99
a 55 11 96
a 64 61 92
a 47 66 92
a 13 16 90
a 38 2 90
a 14 29 98
a 66 54 92
a 27 73 96
a 98 23 98
a 72 17 94
a 1 7 90
a 51 7 90
a 19 1 90
a 52 11 91
a 38 19 91
a 2 8 90
a 22 69 91
a 32 7 96
a 7 27 97
a 16 45 94
a 86 82 92
a 4 10 98
a 26 32 96
a 27 2 94
a 41 91 91
a 17 13 96
a 64 69 91
a 14 13 91
a 2 52 97
a 39 52 90
a 22 60 99
a 66 16 96
a 27 14 91
a 4 89 94
a 27 77 99
a 4 83 91
a 76 5 91
a 72 67 91
a 88 26 94
a 26 10 95
a 32 33 98
a 36 30 95
a 8 67 92
a 29 30 94
a 32 89 92
a 30 80 91
a 63 55 96
a 11 5 99
a 60 10 94
a 26 32 96
